-1,업종명,업소명,주소,전화번호,위도,경도,웹페이지,가격대,메뉴,평점 ,별점1,,별점2,리뷰2,별점3,리뷰3,별점4,리뷰4,별점5,리뷰5
496,일반음식점,네오피자 청주1호점, 청주시 서원구 봉명로142번길 45  1층 (사창동),,,,,,,,,,,,,,,,,
497,일반음식점,이팔청춘(충북대점), 청주시 서원구 1순환로672번길 19  3층 (사창동),,,,,,,,,,,,,,,,,
498,일반음식점,붐붐, 청주시 서원구 1순환로672번길 50  3층 (사창동),,,,,,,,,,,,,,,,,
499,일반음식점,하루세끼, 청주시 서원구 내수동로 170-1  1층 (사창동),,,,,,,,,,,,,,,,,
500,일반음식점,쿄우다이, 청주시 서원구 내수동로108번길 18  2층 (사창동),,,,,,,,,,,,,,,,,
501,일반음식점,고급라면, 청주시 서원구 1순환로704번길 46  1층 (사창동),043-272-7720,36.63223,127.45904,https://store.naver.com/restaurants/detail?id=1473427653,5800,라면,,,,,,,,,,,
502,일반음식점,국민야시장, 청주시 서원구 1순환로672번길 23  2층 3층 (사창동),,,,,,,,,,,,,,,,,
503,일반음식점,드랍더비트, 청주시 서원구 내수동로 107  지하1층 (사창동),010-4626-2619,36.634012,127.459145,https://store.naver.com/restaurants/detail?id=1060051386,5000,칵테일,,,,,,,,,,,
504,일반음식점,마더맘치킨 사창점, 청주시 서원구 창직로25번길 30 (사창동  지하 1층),,,,,,,,,,,,,,,,,
505,일반음식점,카페앙꼬, 청주시 서원구 내수동로 158-1  1층 (사창동),010-9347-2213,36.634087,127.464686,https://store.naver.com/restaurants/detail?id=1254231807,5500,레몬에이드 샹그리아,,,,,,,,,,,
506,일반음식점,개똥이네포차, 청주시 서원구 1순환로672번길 7  3층 (사창동),043-263-6087,36.63311,127.458472,https://store.naver.com/restaurants/detail?id=1935200428,12000,국물떡볶이 어묵탕 먹태,,,,,,,,,,,
507,일반음식점,밀방, 청주시 서원구 내수동로 140  1층 (사창동),043-266-7955,36.63356,127.456928,https://store.naver.com/restaurants/detail?id=1357121810,5500,수제비 해물파전,,,,,,,,,,,
508,일반음식점,비긴어게인, 청주시 서원구 경신로 32-15  1층 (개신동),,,,,,,,,,,,,,,,,
509,일반음식점,진가네소곱창연구소, 청주시 서원구 복대로17번길 11  1층 103호 (개신동),043-216-5334,36.618378,127.445341,https://store.naver.com/restaurants/detail?id=1729178367,10900,소곱창,,,,,,,,,,,
510,일반음식점,모에루, 청주시 서원구 내수동로 125  1층 (사창동),070-8639-9209,36.634232,127.461204,https://store.naver.com/restaurants/detail?id=1348990526,20000,꼬치구이,,,,,,,,,,,
511,일반음식점,우리집 숯불고기, 청주시 서원구 내수동로108번길 28  3층 (사창동),043-266-6242,36.632758,127.458382,https://store.naver.com/restaurants/detail?id=1071396355,8000,돼지갈비 갈매기살,,,,,,,,,,,
512,일반음식점,알앤디(RnD), 청주시 서원구 내수동로108번길 28  지하1층 (사창동),010-8732-0506,36.632758,127.458382,https://store.naver.com/restaurants/detail?id=1456991577,7000,칵테일,,,,,,,,,,,
513,일반음식점,건강한진수성찬, 청주시 서원구 1순환로638번길 46  1층 (사창동),,,,,,,,,,,,,,,,,
514,일반음식점,카페샌드-윗, 청주시 서원구 1순환로 751  1층 (개신동),010-8564-1736,36.626959,127.463462,https://store.naver.com/restaurants/detail?id=1009324361,6800,샌드위치,,,,,,,,,,,
515,일반음식점,비포선라이즈, 청주시 서원구 1순환로680번길 5  2층 (사창동),,,,,,,,,,,,,,,,,
516,일반음식점,이디엇츠(iDIOTS), 청주시 서원구 내수동로108번길 18  1층 (사창동),,,,,,,,,,,,,,,,,
517,일반음식점,동대문떡볶이 동떡충북대점, 청주시 서원구 1순환로 682  1층 SHOP#103호 (사창동),,,,,,,,,,,,,,,,,
518,일반음식점,사사삼에스티(443st), 청주시 서원구 1순환로674번길 26  2층 (사창동),,,,,,,,,,,,,,,,,
519,일반음식점,동감(同感), 청주시 서원구 창직로 45-1  1층 (사창동),043-276-1260,36.630939,127.466849,https://store.naver.com/restaurants/detail?id=1368609243,4000,아메리카노 카페라떼 바닐라라떼,,,,,,,,,,,
520,일반음식점,충대가맥, 청주시 서원구 내수동로102번길 50  4층 (사창동),,,,,,,,,,,,,,,,,
521,일반음식점,브라더스, 청주시 서원구 1순환로694번길 12  1층 102호 (사창동),010-9940-1473,36.631769,127.460452,https://store.naver.com/restaurants/detail?id=1397348890,3900,햄버거 피자,,,,,,,,,,,
522,일반음식점,대동집충북대점, 청주시 서원구 1순환로672번길 31  1층 (사창동),,36.633113,127.458473,https://store.naver.com/restaurants/detail?entry=plt&id=1985806428&query=%EB%8C%80%EB%8F%99%EC%A7%91%20%EC%B6%A9%EB%B6%81%EB%8C%80%EC%A0%90,5000,국수 비빔국수 전,,,,,,,,,,,
523,일반음식점,달아래, 청주시 서원구 1순환로674번길 21  2층 (사창동),043-266-4614,36.63277,127.459523,https://store.naver.com/restaurants/detail?id=1949869965,19000,소고기다다끼 크림새우,,,,,,,,,,,
524,일반음식점,그루브, 청주시 서원구 1순환로672번길 42  지하1층 (사창동),010-9237-3854,36.632982,127.45774,https://store.naver.com/restaurants/detail?id=1939870136,17000,감바스 불오삼,,,,,,,,,,,
525,일반음식점,60계치킨 수곡개신점, 청주시 서원구 모충로 9  1층 103호 (개신동),043-272-6092,36.625208,127.464991,https://store.naver.com/restaurants/detail?entry=plt&id=1652339395&query=60%EA%B3%84%EC%B9%98%ED%82%A8%20%EC%B2%AD%EC%A3%BC%EC%88%98%EA%B3%A1%EA%B0%9C%EC%8B%A0%EC%A0%90,18900,치킨,,,,,,,,,,,
526,일반음식점,맨션드도쿄, 청주시 서원구 1순환로674번길 18  2층 (사창동),043-260-4655,36.633128,127.459546,https://store.naver.com/restaurants/detail?entry=plt&id=1332736310&query=%EB%A7%A8%EC%85%98%EB%93%9C%EB%8F%84%EC%BF%84,17000,일본전골 나베,,,,,,,,,,,
527,일반음식점,오뚜기, 청주시 서원구 창직로 60  푸르지오캐슬 상가동 1층 104호 (사직동),010-9112-8720,36.630551,127.46828,https://store.naver.com/restaurants/detail?id=1072942965,16000,닭똥집,,,,,,,,,,,
528,일반음식점,맛있는 정원, 청주시 서원구 복대로17번길 23  1층 101호 (개신동  빌라),070-8770-2785,36.61816,127.445244,https://store.naver.com/restaurants/detail?id=1860732267,10800,포크커틀렛 까르보나라,,,,,,,,,,,
529,일반음식점,숯불북경오리구이, 청주시 서원구 모충로 101  1층 (모충동),010-2028-1888,36.628104,127.4742,https://store.naver.com/restaurants/detail?id=1262955726,48000,북경오리구이 전골 양꼬치,,,,,,,,,,,
530,일반음식점,귀한자식 수제생통까스, 청주시 서원구 복대로17번길 11  104호 (개신동),043-234-8080,36.618375,127.445336,https://store.naver.com/restaurants/detail?id=1820224705,5900,통까스,,,,,,,,,,,
531,일반음식점,Bo on (본), 청주시 서원구 1순환로672번길 25  지하1층 (사창동),,,,,,,,,,,,,,,,,
532,일반음식점,불난주막, 청주시 서원구 1순환로672번길 45  1층 (사창동),,36.632693,127.457784,https://store.naver.com/restaurants/detail?id=38615380,15000,삼치구이 닭똥집 닭발 ,,,,,,,,,,,
533,일반음식점,곱깨비(충북대점), 청주시 서원구 모충로3번길 81  1층 109호 (개신동  한진아파트),,,,,,,,,,,,,,,,,
534,일반음식점,제이푸드 출장음식, 청주시 서원구 1순환로 785  송학삼익맨션상가동 2층 201호 (개신동),,,,,,,,,,,,,,,,,
535,일반음식점,조선옥, 청주시 서원구 성봉로 157  1층 (개신동)[*미고시],043-292-5100,36.619384,127.451261,https://store.naver.com/restaurants/detail?id=11608880,13000,돼지양념갈비 갈비탕,,,,,,,,,,,
536,일반음식점,신서방 교자만두, 청주시 서원구 창신로31번길 11  1층 (사창동),043-265-8874,36.633617,127.463736,https://store.naver.com/restaurants/detail?id=1435688081,4500,만두,,,,,,,,,,,
537,일반음식점,옛날칼국수, 청주시 서원구 내수동로 162-1  1층 (사창동),,,,,,,,,,,,,,,,,
538,일반음식점,라비올레, 청주시 서원구 1순환로638번길 50  1층 (사창동),043-265-9989,36.636572,127.456636,https://store.naver.com/restaurants/detail?id=1841037933,11000,까르보나라 로제파스타 ,,,,,,,,,,,
539,일반음식점,와바, 청주시 서원구 내수동로 150  1층 (사창동  명일원룸),070-7722-4306,36.634106,127.46369,https://store.naver.com/restaurants/detail?id=1024356419,3500,국물떡볶이,,,,,,,,,,,
540,일반음식점,불스떡볶이, 청주시 서원구 천수로 23  1층 (사창동),,,,,,,,,,,,,,,,,
541,일반음식점,한솥청주개신중앙점, 청주시 서원구 복대로 15  1층 (개신동),043-233-7107,36.618585,127.445733,https://store.naver.com/restaurants/detail?entry=plt&id=1909783167&query=%ED%95%9C%EC%86%A5%EB%8F%84%EC%8B%9C%EB%9D%BD%20%EC%B2%AD%EC%A3%BC%EA%B0%9C%EC%8B%A0%EC%A4%91%EC%95%99%EC%A0%90,5000,도시락,,,,,,,,,,,
542,일반음식점,제이라운지, 청주시 서원구 1순환로672번길 10  3층 (사창동),,,,,,,,,,,,,,,,,
543,일반음식점,정견, 청주시 서원구 1순환로674번길 22  1층 (사창동),,,,,,,,,,,,,,,,,
544,일반음식점,청년맥주, 청주시 서원구 천석로14번길 17  1층 (사창동),,,,,,,,,,,,,,,,,
545,일반음식점,동래호프, 청주시 서원구 1순환로672번길 22  1층 (사창동),043-272-2979,36.633462,127.458681,https://store.naver.com/restaurants/detail?id=1462294482,9000,전기통닭 반건조오징어,,,,,,,,,,,
546,일반음식점,산이포장마차, 청주시 서원구 성봉로220번길 24  1층 (개신동),043-260-8774,36.626753,127.470398,https://store.naver.com/restaurants/detail?id=1433050986,15000,고갈비,,,,,,,,,,,
547,일반음식점,바흐트, 청주시 서원구 1순환로 661-1  2층 (사창동),,,,,,,,,,,,,,,,,
548,일반음식점,불난술집, 청주시 서원구 1순환로672번길 46  1층 (사창동),,,,,,,,,,,,,,,,,
549,일반음식점,패치워크, 청주시 서원구 1순환로704번길 78  지하1층 (사창동),010-6472-2722,36.632886,127.457619,https://store.naver.com/restaurants/detail?id=1715585132,20000,김치삼겹살두루치기 닭발 떡볶이,,,,,,,,,,,
550,일반음식점,코이요스시, 청주시 서원구 창직로 20  1층 (사창동),,,,,,,,,,,,,,,,,
551,일반음식점,레드홀(RED HOLE), 청주시 서원구 1순환로672번길 25  3층 (사창동),,,,,,,,,,,,,,,,,
552,일반음식점,스위치(Switch), 청주시 서원구 모충로3번길 81  단지내상가동 1층 104호 (개신동  한진아파트),043-260-1606,36.62826,127.462994,https://store.naver.com/restaurants/detail?id=1970408185,6000,칵테일 와인 ,,,,,,,,,,,
553,일반음식점,정든식당, 청주시 서원구 내수동로 160  1층 (사창동),,,,,,,,,,,,,,,,,
554,일반음식점,3 POP e스포츠 PC카페, 청주시 서원구 내수동로102번길 52-1  지하1층 B101호 (사창동  대승중문타운),,,,,,,,,,,,,,,,,
555,일반음식점,호록(Ho-Rok), 청주시 서원구 1순환로672번길 46  2층 (사창동),,,,,,,,,,,,,,,,,
556,일반음식점,청춘어람 충북대점, 청주시 서원구 1순환로704번길 63  2층 (사창동),,,,,,,,,,,,,,,,,
557,일반음식점,씨멘트충북대점, 청주시 서원구 1순환로674번길 62  1층 (사창동),010-4601-9381,36.63205,127.457631,https://store.naver.com/restaurants/detail?id=1827820399,7500,스파게티 포테이토피자 파스타,,,,,,,,,,,
558,일반음식점,대감집, 청주시 서원구 창직로 90 (사직동),043-267-9090,,,,,,,,,,,,,,,,
559,일반음식점,김밥천국, 청주시 서원구 창직로 13-2 (사창동),043-271-3999,36.630933,127.463349,https://store.naver.com/restaurants/detail?id=37020097,3000,김밥 라면 돈가스 덮밥 찌개,,,,,,,,,,,
560,일반음식점,가배시광, 청주시 서원구 성봉로 186  2층 (개신동),043-277-0122,36.681542,127.499484,https://store.naver.com/restaurants/detail?entry=plt&id=471955169&query=%EA%B0%80%EB%B0%B0%EC%8B%9C%EA%B4%91,4000,아메리카노 에스프레소 아포가토,,,,,,,,,,,
561,일반음식점,지지고충북대점, 청주시 서원구 1순환로672번길 36  1층 (사창동  405-1),043-277-8581,36.633142,127.457989,https://store.naver.com/restaurants/detail?entry=plt&id=21025107&query=%EC%A7%80%EC%A7%80%EA%B3%A0%20%EC%B2%AD%EC%A3%BC%20%EC%B6%A9%EB%B6%81%EB%8C%80%EC%A0%90,4000,볶음면 볶음밥,,,,,,,,,,,
562,일반음식점,왕천파닭, 청주시 서원구 내수동로 107 (사창동 (1층)),,36.63401,127.45915,https://store.naver.com/restaurants/detail?entry=plt&id=17344450&query=%EC%99%95%EC%B2%9C%ED%8C%8C%EB%8B%AD%20%EC%B6%A9%EB%8C%80%EC%A0%90,19000,파닭,,,,,,,,,,,
563,일반음식점,맥주창고,충북 청주시 서원구 1순환로704번길 6 (사창동),,,,,,,,,,,,,,,,,
564,일반음식점,꼬챙이분평점, 청주시 서원구 1순환로1063번길 77 (분평동 102호),043-286-3338,36.610003,127.485584,https://store.naver.com/restaurants/detail?entry=plt&id=12901976&query=%EA%BC%AC%EC%B1%99%EC%9D%B4%20%EB%B6%84%ED%8F%89%EC%A0%90,1200,꼬치구이,,,,,,,,,,,
565,일반음식점,병천순대, 청주시 서원구 천수로7번길 1-1 (사창동 외 1필지 1층(관련지번:185-15)),,,,,,,,,,,,,,,,,
566,일반음식점,엘리트김밥, 청주시 서원구 모충로 100 (모충동 (1층)),,,,,,,,,,,,,,,,,
567,일반음식점,해피토스트 앤 김밥, 청주시 서원구 창신로 27-1 (사창동 (1층)),,,,,,,,,,,,,,,,,
568,일반음식점,안, 청주시 서원구 내수동로108번길 27 (사창동 (4층)),,,,,,,,,,,,,,,,,
569,일반음식점,햇살촌, 청주시 서원구 내수동로 168 (사창동 (1층)),,,,,,,,,,,,,,,,,
570,일반음식점,홍원, 청주시 서원구 내수동로 93 (사창동 (2층)),043-216-4982,36.633772,127.457592,http://0432164982.tshome.co.kr/index.php,10000,양꼬치,,,,,,,,,,,
571,일반음식점,우렁찬불고기, 청주시 서원구 창신로25번길 13  1층 (사창동),043-221-4462,,,,,,,,,,,,,,,,
572,일반음식점,한우와 도니, 청주시 서원구 모충로 127  1층 (모충동),043-222-0193,,,,,,,,,,,,,,,,
573,일반음식점,김밥천하, 청주시 서원구 창신로 10 (사창동  (1층)),043-223-6191,,,,,,,,,,,,,,,,
574,일반음식점,또봉이통닭, 청주시 서원구 복대로17번길 11  1층 101호 (개신동),043-231-8342,36.618389,127.445406,https://store.naver.com/restaurants/detail?id=1741159707,9900,통닭,,,,,,,,,,,
575,일반음식점,주민상회, 청주시 서원구 신율로 49 (개신동 103호(1층)),070-8866-6541,36.622506,127.446686,https://store.naver.com/restaurants/detail?id=37281624,14000,국물떡볶이 부대찌개 닭똥집,,,,,,,,,,,
576,일반음식점,스시뷔페 스시베이 청주점, 청주시 서원구 복대로 5  7층 (개신동),043-233-3358,,,,,,,,,,,,,,,,
577,일반음식점,닭깡, 청주시 서원구 경신로 36  1층 (개신동),043-233-9111,,,,,,,,,,,,,,,,
578,일반음식점,명륜진사갈비청주개신점, 청주시 서원구 복대로 11  1층 101호 (개신동),043-233-9258,36.618223,127.445924,https://store.naver.com/restaurants/detail?entry=plt&id=1228397504&query=%EB%AA%85%EB%A5%9C%EC%A7%84%EC%82%AC%EA%B0%88%EB%B9%84%20%EC%B2%AD%EC%A3%BC%EA%B0%9C%EC%8B%A0%EC%A0%90,13500,돼지갈비,,,,,,,,,,,
579,일반음식점,신전떡볶이개신점, 청주시 서원구 복대로 19  1층 102호 (개신동  매직타워),043-233-9323,36.618859,127.445621,https://store.naver.com/restaurants/detail?entry=plt&id=294495853&query=%EC%8B%A0%EC%A0%84%EB%96%A1%EB%B3%B6%EC%9D%B4%20%EA%B0%9C%EC%8B%A0%EC%A0%90,3000,떡볶이 어묵,,,,,,,,,,,
580,일반음식점,에꿍이치킨-충대개신점, 청주시 서원구 모충로3번길 68  1층 (개신동  외 1필지),043-233-9906,,,,,,,,,,,,,,,,
581,일반음식점,교촌치킨가경2호점, 청주시 서원구 복대로 19  1층 110호 (개신동),043-233-9949,36.619936,127.445068,https://store.naver.com/restaurants/detail?entry=plt&id=11801763&query=%EA%B5%90%EC%B4%8C%EC%B9%98%ED%82%A8%20%EA%B0%80%EA%B2%BD2%ED%98%B8%EC%A0%90,15000,치킨,,,,,,,,,,,
582,일반음식점,전주콩나물국밥, 청주시 서원구 복대로 19 (개신동 번지 105호),043-233-9954,,,,,,,,,,,,,,,,
583,일반음식점,훌랄라 치킨, 청주시 서원구 신율로 49 (개신동 번지 101호),043-234-0469,,,,,,,,,,,,,,,,
584,일반음식점,개신마당, 청주시 서원구 경신로 31-4  1층 (개신동),043-234-4233,36.620845,127.445704,https://store.naver.com/restaurants/detail?id=34103897,12000,삼겹살 칼국수,,,,,,,,,,,
585,일반음식점,한성토종한우, 청주시 서원구 성봉로169번길 41-2 (개신동 (1층)),043-234-4842,36.619319,127.449046,https://store.naver.com/restaurants/detail?id=13025434,22000,동태찌개 삼겹살 목살 곱창전골,,,,,,,,,,,
586,일반음식점,돈(豚)마루, 청주시 서원구 신율로 63  1층 (개신동),043-234-7989,36.623633,127.446943,https://store.naver.com/restaurants/detail?id=1885011735,12000,삼겹살 목살,,,,,,,,,,,
587,일반음식점,개신동아르떼, 청주시 서원구 복대로 15  1층 (개신동),043-234-9395,36.618584,127.44575,https://store.naver.com/restaurants/detail?id=119310031,3000,밀크티 아메리카노 카페라떼,,,,,,,,,,,
588,일반음식점,본죽개신점, 청주시 서원구 복대로 27  캐슬타워 1층 106호 (개신동),043-235-6665,36.619144,127.44555,https://store.naver.com/restaurants/detail?entry=plt&id=13002917&query=%EB%B3%B8%EC%A3%BD%20%EC%B2%AD%EC%A3%BC%EA%B0%9C%EC%8B%A0%EC%A0%90,9000,죽,,,,,,,,,,,
589,일반음식점,박태규의 철통닭갈비 개신점, 청주시 서원구 신율로 49 (개신동 106호),043-236-2525,,,,,,,,,,,,,,,,
590,일반음식점,맛깔참죽 청주개신성화지구점, 청주시 서원구 경신로 32-15 (개신동 (1층)),043-236-6088,36.620388,127.446284,https://store.naver.com/restaurants/detail?id=33060625,8500,죽,,,,,,,,,,,
591,일반음식점,초사골불타는쭈꾸미, 청주시 서원구 경신로 31-30 (개신동 115  116호(1층)),043-237-1467,36.620977,127.446323,https://store.naver.com/restaurants/detail?id=35946818,11000,쭈꾸미볶음,,,,,,,,,,,
592,일반음식점,쿡메시야, 청주시 서원구 1순환로674번길 48 (사창동 (1층)),043-237-7500,36.63224,127.458259,https://store.naver.com/restaurants/detail?entry=plt&id=38632509&query=%EC%BF%A1%EB%A9%94%EC%8B%9C%EC%95%BC,6000,사케동 가츠동,,,,,,,,,,,
593,일반음식점,BHC치킨 가경개신점, 청주시 서원구 경신로 31-30 (개신동 (1층) 122호),043-237-9567,36.620968,127.446333,https://store.naver.com/restaurants/detail?id=36803226,18000,치킨,,,,,,,,,,,
594,일반음식점,참숯불구이도야지, 청주시 서원구 신율로53번길 8 (개신동),043-237-9933,36.622829,127.446714,https://store.naver.com/restaurants/detail?id=32292956,10000,돼지고기 ,,,,,,,,,,,
595,일반음식점,신전떡볶이 성화점, 청주시 서원구 장전로 73  1층 (성화동),043-238-0233,36.617378,127.456401,https://store.naver.com/restaurants/detail?id=977765806,2500,떡볶이,,,,,,,,,,,
596,일반음식점,현도향, 청주시 서원구 내수동로 91-1  지하1층 (사창동),043-260-0722,,,,,,,,,,,,,,,,
597,일반음식점,삼춘네 삼겹살, 청주시 서원구 내수동로108번길 27  3층 (사창동),043-260-5059,36.632598,127.458544,https://store.naver.com/restaurants/detail?entry=plt&id=37642705&query=%EC%82%BC%EC%B6%98%EB%84%A4%EC%82%BC%EA%B2%B9%EC%82%B4,9900,삼겹살,,,,,,,,,,,
598,일반음식점,옥경이실내포차, 청주시 서원구 창신로32번길 9 (사창동),043-262-1247,,,,,,,,,,,,,,,,
599,일반음식점,김박사면옥, 청주시 서원구 모충로117번길 1 (모충동),043-262-1598,,,,,,,,,,,,,,,,
600,일반음식점,삼부자집, 청주시 서원구 창신로22번길 14 (사창동 (1층)),043-262-2106,,,,,,,,,,,,,,,,
601,일반음식점,똘배의 황소고집, 청주시 서원구 모충로 59  상가동 101호 (모충동 주공아파트),043-262-2235,,,,,,,,,,,,,,,,
602,일반음식점,아웃닭 충북대점, 청주시 서원구 1순환로674번길 18 (사창동 (1층)),043-262-3377,36.633122,127.459544,https://store.naver.com/restaurants/detail?entry=plt&id=36379006&query=%EC%95%84%EC%9B%83%EB%8B%AD%20%EC%B6%A9%EB%B6%81%EB%8C%80%EC%A0%90,17700,치킨,,,,,,,,,,,
603,일반음식점,놀부반점, 청주시 서원구 모충로 141 (모충동),043-262-3573,,,,,,,,,,,,,,,,
604,일반음식점,부어치킨(충북대점), 청주시 서원구 1순환로674번길 66 (사창동),043-262-4660,,,,,,,,,,,,,,,,
605,일반음식점,산촌한우직판장, 청주시 서원구 1순환로648번길 10 (사창동),043-262-6568,,,,,,,,,,,,,,,,
606,일반음식점,빨간우체통, 청주시 서원구 1순환로672번길 35 (사창동 (2층)),043-262-6789,,,,,,,,,,,,,,,,
607,일반음식점,용구비어, 청주시 서원구 1순환로704번길 78 (사창동 (1층)),043-263-0939,,,,,,,,,,,,,,,,
608,일반음식점,피자마루개신사직점, 청주시 서원구 모충로 27-2 (개신동 (1층)),043-263-1082,36.625168,127.467173,https://store.naver.com/restaurants/detail?id=33409682,11900,피자,,,,,,,,,,,
609,일반음식점,구룡산한식, 청주시 서원구 1순환로 765 (개신동 (1층)),043-263-1259,,,,,,,,,,,,,,,,
610,일반음식점,보릿고개, 청주시 서원구 천수로 5 (사창동 (1층)),043-263-1330,,,,,,,,,,,,,,,,
611,일반음식점,울진생고기촌, 청주시 서원구 천수로8번길 5  1층 (사창동),043-263-2061,,,,,,,,,,,,,,,,
612,일반음식점,충만치킨 충북대점, 청주시 서원구 1순환로672번길 19 (사창동 2층),043-263-2821,36.633306,127.458943,https://store.naver.com/restaurants/detail?entry=plt&id=37036787&query=%EC%B6%A9%EB%A7%8C%EC%B9%98%ED%82%A8%EC%B6%A9%EB%B6%81%EB%8C%80%EC%A0%90,15000,치킨,,,,,,,,,,,
613,일반음식점,대원불고기, 청주시 서원구 천수로 14-2  마동 6호 (사창동 동신),043-263-3183,,,,,,,,,,,,,,,,
614,일반음식점,진미회포장마차, 청주시 서원구 창신로32번길 25-1  1층 (사창동),043-263-8253,,,,,,,,,,,,,,,,
615,일반음식점,지구촌감자탕추어탕, 청주시 서원구 신율로 70 (개신동 (1층)),043-263-8470,,,,,,,,,,,,,,,,
616,일반음식점,청정돼지 국내산삼겹살 봉명사창점, 청주시 서원구 창직로 6 (사창동),043-263-8866,,,,,,,,,,,,,,,,
617,일반음식점,더큰밥버거, 청주시 서원구 내수동로102번길 54  1층 (사창동),043-264-0328,36.631722,127.456691,https://store.naver.com/restaurants/detail?id=37992483,2800,컵밥,,,,,,,,,,,
618,일반음식점,대가식당, 청주시 서원구 내수동로 153 (사창동 (1층)),043-264-1150,,,,,,,,,,,,,,,,
619,일반음식점,조은날 숯불고기, 청주시 서원구 창신로26번길 19  1층 (사창동),043-264-1377,,,,,,,,,,,,,,,,
620,일반음식점,생클레어, 청주시 서원구 내수동로108번길 7  2층 (사창동),043-264-1555,36.63337,127.459344,https://store.naver.com/restaurants/detail?id=1943102183,3200,아메리카노 라떼,,,,,,,,,,,
621,일반음식점,페리카나 사창동점, 청주시 서원구 1순환로 698 (사창동 (1층)),043-265-0338,36.632157,127.460813,https://store.naver.com/restaurants/detail?id=13396217,14900,치킨,,,,,,,,,,,
622,일반음식점,배터지는생돈까스, 청주시 서원구 모충로 59 (모충동 모충주공아파트2단지상가 102호),043-265-0692,,,,,,,,,,,,,,,,
623,일반음식점,화양양꼬치, 청주시 서원구 1순환로672번길 45  3층 (사창동),043-265-9898,36.632683,127.457784,https://store.naver.com/restaurants/detail?id=1293405317,15900,훠궈 양꼬치,,,,,,,,,,,
624,일반음식점,토리덴, 청주시 서원구 1순환로672번길 30 (사창동 (1층)),043-265-9900,,,,,,,,,,,,,,,,
625,일반음식점,소문난 손두부와 굴의만남, 청주시 서원구 내수동로 166  1층 (사창동),043-266-0089,,,,,,,,,,,,,,,,
626,일반음식점,청룡족발, 청주시 서원구 창신로32번길 1 (사창동),043-266-2139,,,,,,,,,,,,,,,,
627,일반음식점,고모네추어탕, 청주시 서원구 내수동로 132 (사창동 (1층)),043-266-3690,,,,,,,,,,,,,,,,
628,일반음식점,착한칼국수, 청주시 서원구 모충로 81  1층 (모충동),043-266-4146,36.627243,127.472022,https://store.naver.com/restaurants/detail?id=38613846,3500,칼국수 잔치국수,,,,,,,,,,,
629,일반음식점,청송얼음막걸리, 청주시 서원구 내수동로114번길 26 (사창동),043-266-4421,,,,,,,,,,,,,,,,
630,일반음식점,맛이차이나, 청주시 서원구 모충로96번길 26  1층 (모충동),043-266-4663,36.626469,127.473689,https://store.naver.com/restaurants/detail?id=1925191511,5000,짜장면 짬뽕 잡채밥 ,,,,,,,,,,,
631,일반음식점,금수정, 청주시 서원구 내수동로 91 (사창동),043-266-5242,36.633657,127.457367,https://store.naver.com/restaurants/detail?id=33702046,7000,한식,,,,,,,,,,,
632,일반음식점,장날순대국밥, 청주시 서원구 창신로 30  1층 (사창동),043-266-5666,36.633544,127.464501,https://store.naver.com/restaurants/detail?id=1845579409,6000,순대국밥 내장국밥,,,,,,,,,,,
633,일반음식점,보글보글 양푼이찌개, 청주시 서원구 1순환로1063번길 36  1층 (분평동),043-266-7779,36.608068,127.48526,https://store.naver.com/restaurants/detail?id=37110046,16000,동태찌개 통오징어찌개 해물탕,,,,,,,,,,,
634,일반음식점,바푸리 청주 사직점, 청주시 서원구 창직로 60  1층 (사직동  푸르지오캐슬4단지 상가동 114호),043-266-8777,36.630542,127.468283,https://store.naver.com/restaurants/detail?id=320301774,3500,김밥 제육덮밥,,,,,,,,,,,
635,일반음식점,김밥천국, 청주시 서원구 1순환로 680 (사창동 (1층)),043-266-8998,36.632894,127.460519,https://store.naver.com/restaurants/detail?id=32212544,2000,김밥 볶음밥 비빔밥,,,,,,,,,,,
636,일반음식점,이올렛(EOLET), 청주시 서원구 내수동로 117 (사창동),043-266-9369,,,,,,,,,,,,,,,,
637,일반음식점,소주신랑보쌈부인, 청주시 서원구 1순환로674번길 26  3층 (사창동),043-266-9916,36.632771,127.459104,https://store.naver.com/restaurants/detail?entry=plt&id=36330795&query=%EC%86%8C%EC%A3%BC%EC%8B%A0%EB%9E%91%20%EB%B3%B4%EC%8C%88%EB%B6%80%EC%9D%B8,15000,보쌈,,,,,,,,,,,
638,일반음식점,일번지포차, 청주시 서원구 1순환로672번길 33  2층 3층 (사창동),043-267-0279,36.633032,127.458299,https://store.naver.com/restaurants/detail?id=1615372988,13000,양념갈비 대패삼겹볶음,,,,,,,,,,,
639,일반음식점,비바체, 청주시 서원구 1순환로 727 (개신동 (1층)),043-267-8255,,,,,,,,,,,,,,,,
640,일반음식점,가마꿉 청주개신점, 청주시 서원구 모충로 18  드림빌딩 1층 (개신동),043-267-9289,36.624745,127.466058,https://store.naver.com/restaurants/detail?id=1541207350,8000,통닭구이,,,,,,,,,,,
641,일반음식점,맛존 매콤 닭불고기, 청주시 서원구 1순환로672번길 51 (사창동  (1층)),043-267-9390,36.632497,127.457537,https://store.naver.com/restaurants/detail?id=84301332,4500,닭갈비,,,,,,,,,,,
642,일반음식점,빡시기호프&치킨, 청주시 서원구 내수동로 170 (사창동 (1층)),043-268-2023,,,,,,,,,,,,,,,,
643,일반음식점,연정식당 , 청주시 서원구 모충로157번길 21 (사직동),043-268-2743,,,,,,,,,,,,,,,,
